SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,PRI_COM_NAME_INDXD,AUTHORITY_CODE,AUTHORITY_VER,TAXON_ORDER,SPARSE_REPORT_AS,REPORT_AS,CATEGORY,ORDER1,FAMILY,EXTINCT,EXTINCT_YEAR,TAXON_CODE
mexpar1,Forpus cyanopygius,Mexican Parrotlet,"Parrotlet, Mexican",EBIRD,2017.02,11590.48,,mexpar1,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003090
pinbit1,Botaurus pinnatus,Pinnated Bittern,"Bittern, Pinnated",EBIRD,2017.02,2078,,pinbit1,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",0,,TC001059
carwoo1,Dendropicos fuscescens,Cardinal Woodpecker,"Woodpecker, Cardinal",EBIRD,2017.02,10992,,carwoo1,species,Piciformes,Picidae (Woodpeckers),0,,TC004913
rinkin1,Megaceryle torquata,Ringed Kingfisher,"Kingfisher, Ringed",EBIRD,2017.02,9928,,rinkin1,species,Coraciiformes,Alcedinidae (Kingfishers),0,,TC004483
blaspi1,Telacanthura melanopygia,Black Spinetail,"Spinetail, Black",EBIRD,2017.02,8089,,blaspi1,species,Caprimulgiformes,Apodidae (Swifts),0,,TC003787
ybfdov2,Ptilinopus occipitalis,Yellow-breasted Fruit-Dove,"Dove, Yellow-breasted Fruit-",EBIRD,2017.02,5336,,ybfdov2,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002665
spbpel1,Pelecanus philippensis,Spot-billed Pelican,"Pelican, Spot-billed",EBIRD,2017.02,2074.6,,spbpel1,species,Pelecaniformes,Pelecanidae (Pelicans),0,,TC001048
sbctyr1,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,"Tyrant, Slaty-backed Chat-",EBIRD,2017.02,14792,,sbctyr1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006332
asbspi1,Cranioleuca curtata,Ash-browed Spinetail,"Spinetail, Ash-browed",EBIRD,2017.02,13720.4,,asbspi1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005282
rucgre1,Hylophilus poicilotis,Rufous-crowned Greenlet,"Greenlet, Rufous-crowned",EBIRD,2017.02,17749.15,,rucgre1,species,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",0,,TC007417
blfbus1,Telophorus nigrifrons,Black-fronted Bushshrike,"Bushshrike, Black-fronted",EBIRD,2017.02,16843,,blfbus1,species,Passeriformes,Malaconotidae (Bushshrikes and Allies),0,,TC007090
foxcis1,Cisticola troglodytes,Foxy Cisticola,"Cisticola, Foxy",EBIRD,2017.02,22825,,foxcis1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008877
fatgra1,Schoenicola brevirostris,Fan-tailed Grassbird,"Grassbird, Fan-tailed",EBIRD,2017.02,22313.42,,fatgra1,species,Passeriformes,Locustellidae (Grassbirds and Allies),0,,TC008791
shclar1,Certhilauda chuana,Short-clawed Lark,"Lark, Short-clawed",EBIRD,2017.02,19640,,shclar1,species,Passeriformes,Alaudidae (Larks),0,,TC007948
wesblu1,Spermophaga haematina,Western Bluebill,"Bluebill, Western",EBIRD,2017.02,31843,,wesblu1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012077
grctan1,Tangara meyerdeschauenseei,Green-capped Tanager,"Tanager, Green-capped",EBIRD,2017.02,28567,,grctan1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010848
grscuc1,Clamator glandarius,Great Spotted Cuckoo,"Cuckoo, Great Spotted",EBIRD,2017.02,6887,,grscuc1,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003212
sumwre1,Hylorchilus sumichrasti,Sumichrast's Wren,"Wren, Sumichrast's",EBIRD,2017.02,20960,,sumwre1,species,Passeriformes,Troglodytidae (Wrens),0,,TC008314
blcchl1,Chlorophonia occipitalis,Blue-crowned Chlorophonia,"Chlorophonia, Blue-crowned",EBIRD,2017.02,30714.6,,blcchl1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011647
amgplo,Pluvialis dominica,American Golden-Plover,"Plover, American Golden-",EBIRD,2017.02,3805.5,,amgplo,species,Charadriiformes,Charadriidae (Plovers and Lapwings),0,,TC001898
whtkit,Elanus leucurus,White-tailed Kite,"Kite, White-tailed",EBIRD,2017.02,2391,,whtkit,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001237
slaant1,Myrmotherula schisticolor,Slaty Antwren,"Antwren, Slaty",EBIRD,2017.02,13107,,slaant1,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005613
slcgro1,Saltator grossus,Slate-colored Grosbeak,"Grosbeak, Slate-colored",EBIRD,2017.02,29372.8,,slcgro1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010903
whbgui1,Agelastes meleagrides,White-breasted Guineafowl,"Guineafowl, White-breasted",EBIRD,2017.02,739,,whbgui1,species,Galliformes,Numididae (Guineafowl),0,,TC000432
oltcuc1,Cercococcyx olivinus,Olive Long-tailed Cuckoo,"Cuckoo, Olive Long-tailed",EBIRD,2017.02,6936,,oltcuc1,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003234
sperai1,Coturnicops notatus,Speckled Rail,"Rail, Speckled",EBIRD,2017.02,3260,,sperai1,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001664
crecar1,Caracara cheriway,Crested Caracara,"Caracara, Crested",EBIRD,2017.02,11581.24,,crecar1,species,Falconiformes,Falconidae (Falcons and Caracaras),0,,TC001538
greela1,Elaenia dayi,Great Elaenia,"Elaenia, Great",EBIRD,2017.02,13971,,greela1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005973
scbant2,Grallaricula loricata,Scallop-breasted Antpitta,"Antpitta, Scallop-breasted",EBIRD,2017.02,13502.2,,scbant2,species,Passeriformes,Grallariidae (Antpittas),0,,TC005820
spwmon1,Symposiachrus guttula,Spot-winged Monarch,"Monarch, Spot-winged",EBIRD,2017.02,18618,,spwmon1,species,Passeriformes,Monarchidae (Monarch Flycatchers),0,,TC007618
mouwhe1,Oenanthe monticola,Mountain Wheatear,"Wheatear, Mountain",EBIRD,2017.02,23403.0964,,mouwhe1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009278
yebtit3,Sylviparus modestus,Yellow-browed Tit,"Tit, Yellow-browed",EBIRD,2017.02,20205.6,,yebtit3,species,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",0,,TC008189
whnlau1,Garrulax strepitans,White-necked Laughingthrush,"Laughingthrush, White-necked",EBIRD,2017.02,23377.01273,,whnlau1,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),0,,TC009581
