SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,PRI_COM_NAME_INDXD,AUTHORITY_CODE,AUTHORITY_VER,TAXON_ORDER,SPARSE_REPORT_AS,REPORT_AS,CATEGORY,ORDER1,FAMILY,EXTINCT,EXTINCT_YEAR,TAXON_CODE
bropri1,Prinia polychroa,Brown Prinia,"Prinia, Brown",EBIRD,2017.02,22979,,bropri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008914
smowar1,Phylloscopus fuligiventer,Smoky Warbler,"Warbler, Smoky",EBIRD,2017.02,22019,,smowar1,species,Passeriformes,Phylloscopidae (Leaf Warblers),0,,TC008615
scbill1,Illadopsis albipectus,Scaly-breasted Illadopsis,"Illadopsis, Scaly-breasted",EBIRD,2017.02,23377.00973,,scbill1,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),0,,TC009663
mawbab1,Turdinus marmoratus,Marbled Wren-Babbler,"Babbler, Marbled Wren-",EBIRD,2017.02,23377.01069,,mawbab1,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),0,,TC009701
rufbab2,Cyanoderma rufifrons,Rufous-fronted Babbler,"Babbler, Rufous-fronted",EBIRD,2017.02,23377.00748,,rufbab2,species,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",0,,TC009725
tabbab1,Dumetia hyperythra,Tawny-bellied Babbler,"Babbler, Tawny-bellied",EBIRD,2017.02,23377.00695,,tabbab1,species,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",0,,TC009754
darwar1,Sylvia undata,Dartford Warbler,"Warbler, Dartford",EBIRD,2017.02,23218,,darwar1,species,Passeriformes,Sylviidae (Sylviid Warblers),0,,TC008970
yesflo1,Dicaeum aureolimbatum,Yellow-sided Flowerpecker,"Flowerpecker, Yellow-sided",EBIRD,2017.02,26821,,yesflo1,species,Passeriformes,Dicaeidae (Flowerpeckers),0,,TC010173
malsun1,Nectarinia famosa,Malachite Sunbird,"Sunbird, Malachite",EBIRD,2017.02,27150,,malsun1,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),0,,TC010255
buspet1,Petronia dentata,Bush Petronia,"Petronia, Bush",EBIRD,2017.02,31428,,buspet1,species,Passeriformes,Passeridae (Old World Sparrows),0,,TC011909
rutwea1,Histurgops ruficauda,Rufous-tailed Weaver,"Weaver, Rufous-tailed",EBIRD,2017.02,31481,,rutwea1,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011929
brotwi1,Clytospiza monteiri,Brown Twinspot,"Twinspot, Brown",EBIRD,2017.02,31872,,brotwi1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012091
snmmun1,Lonchura montana,Snow Mountain Munia,"Munia, Snow Mountain",EBIRD,2017.02,32139,,snmmun1,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012184
rehbun1,Emberiza bruniceps,Red-headed Bunting,"Bunting, Red-headed",EBIRD,2017.02,30101,,rehbun1,species,Passeriformes,Emberizidae (Old World Buntings),0,,TC011364
whbcon1,Conirostrum ferrugineiventre,White-browed Conebill,"Conebill, White-browed",EBIRD,2017.02,28815.2,,whbcon1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010715
whbdac1,Dacnis albiventris,White-bellied Dacnis,"Dacnis, White-bellied",EBIRD,2017.02,28714,,whbdac1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010871
riwfin1,Microspingus torquatus,Ringed Warbling-Finch,"Finch, Ringed Warbling-",EBIRD,2017.02,28279.5,,riwfin1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010961
mougra1,Macroagelaius subalaris,Mountain Grackle,"Grackle, Mountain",EBIRD,2017.02,30465,,mougra1,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011494
grbani,Crotophaga sulcirostris,Groove-billed Ani,"Ani, Groove-billed",EBIRD,2017.02,6600,,grbani,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003366
indbun,Passerina cyanea,Indigo Bunting,"Bunting, Indigo",EBIRD,2017.02,30322,,indbun,species,Passeriformes,Cardinalidae (Cardinals and Allies),0,,TC011444
nutman,Lonchura punctulata,Scaly-breasted Munia,"Munia, Scaly-breasted",EBIRD,2017.02,32057,,nutman,species,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012163
rtlhum,Amazilia tzacatl,Rufous-tailed Hummingbird,"Hummingbird, Rufous-tailed",EBIRD,2017.02,9176,,rtlhum,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004273
scaqua,Callipepla squamata,Scaled Quail,"Quail, Scaled",EBIRD,2017.02,775,,scaqua,species,Galliformes,Odontophoridae (New World Quail),0,,TC000442
snobun,Plectrophenax nivalis,Snow Bunting,"Bunting, Snow",EBIRD,2017.02,27766.4,,snobun,species,Passeriformes,Calcariidae (Longspurs and Snow Buntings),0,,TC010469
bucjay1,Cyanocorax melanocyaneus,Bushy-crested Jay,"Jay, Bushy-crested",EBIRD,2017.02,18792,,bucjay1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007677
bubfly,Empidonax fulvifrons,Buff-breasted Flycatcher,"Flycatcher, Buff-breasted",EBIRD,2017.02,14612,,bubfly,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006244
comgra,Quiscalus quiscula,Common Grackle,"Grackle, Common",EBIRD,2017.02,30421,,comgra,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011480
corshe,Calonectris diomedea,Cory's Shearwater,"Shearwater, Cory's",EBIRD,2017.02,1806,,corshe,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000846
easpho,Sayornis phoebe,Eastern Phoebe,"Phoebe, Eastern",EBIRD,2017.02,14632,,easpho,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006252
altori,Icterus gularis,Altamira Oriole,"Oriole, Altamira",EBIRD,2017.02,30338.092,,altori,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011564
buffle,Bucephala albeola,Bufflehead,Bufflehead,EBIRD,2017.02,541,,buffle,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000324
wbwwre1,Henicorhina leucosticta,White-breasted Wood-Wren,"Wren, White-breasted Wood-",EBIRD,2017.02,21374.23,,wbwwre1,species,Passeriformes,Troglodytidae (Wrens),0,,TC008402
beehum1,Mellisuga helenae,Bee Hummingbird,"Hummingbird, Bee",EBIRD,2017.02,8904,,beehum1,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004137
golvir1,Vireo hypochryseus,Golden Vireo,"Vireo, Golden",EBIRD,2017.02,17749.97,,golvir1,species,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",0,,TC007401
blfant1,Formicarius analis,Black-faced Antthrush,"Antthrush, Black-faced",EBIRD,2017.02,13524.8,,blfant1,species,Passeriformes,Formicariidae (Antthrushes),0,,TC005762
banqua1,Philortyx fasciatus,Banded Quail,"Quail, Banded",EBIRD,2017.02,772,,banqua1,species,Galliformes,Odontophoridae (New World Quail),0,,TC000447
kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,"Toucan, Keel-billed",EBIRD,2017.02,10710,,kebtou1,species,Piciformes,Ramphastidae (Toucans),0,,TC004804
yelpar1,Amazona xantholora,Yellow-lored Parrot,"Parrot, Yellow-lored",EBIRD,2017.02,11590.09,,yelpar1,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003144
rufgle1,Clibanornis rubiginosus,Ruddy Foliage-gleaner,"Foliage-gleaner, Ruddy",EBIRD,2017.02,13663.2,,rufgle1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005418
blhsis1,Spinus notatus,Black-headed Siskin,"Siskin, Black-headed",EBIRD,2017.02,31027,,blhsis1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011739
scbtan1,Chlorospingus pileatus,Sooty-capped Chlorospingus,"Chlorospingus, Sooty-capped",EBIRD,2017.02,29375.16,,scbtan1,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011321
brtbar1,Psilopogon corvinus,Brown-throated Barbet,"Barbet, Brown-throated",EBIRD,2017.02,10549,,brtbar1,species,Piciformes,Megalaimidae (Asian Barbets),0,,TC004724
rbbeat1,Nyctyornis amictus,Red-bearded Bee-eater,"Bee-eater, Red-bearded",EBIRD,2017.02,9950,,rbbeat1,species,Coraciiformes,Meropidae (Bee-eaters),0,,TC004493
spemou2,Colius striatus,Speckled Mousebird,"Mousebird, Speckled",EBIRD,2017.02,9299,,spemou2,species,Coliiformes,Coliidae (Mousebirds),0,,TC004307
rebmal2,Zanclostomus javanicus,Red-billed Malkoha,"Malkoha, Red-billed",EBIRD,2017.02,6881,,rebmal2,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003277
brolor1,Chalcopsitta duivenbodei,Brown Lory,"Lory, Brown",EBIRD,2017.02,11587.77604,,brolor1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002792
schpar1,Pionus maximiliani,Scaly-headed Parrot,"Parrot, Scaly-headed",EBIRD,2017.02,11589.49,,schpar1,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003137
pygswi2,Collocalia troglodytes,Pygmy Swiftlet,"Swiftlet, Pygmy",EBIRD,2017.02,8146,,pygswi2,species,Caprimulgiformes,Apodidae (Swifts),0,,TC003821
ortsun1,Heliangelus mavors,Orange-throated Sunangel,"Sunangel, Orange-throated",EBIRD,2017.02,8556,,ortsun1,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC003968
dueowl1,Bubo coromandus,Dusky Eagle-Owl,"Owl, Dusky Eagle-",EBIRD,2017.02,7307,,dueowl1,species,Strigiformes,Strigidae (Owls),0,,TC003498
lytnig1,Uropsalis lyra,Lyre-tailed Nightjar,"Nightjar, Lyre-tailed",EBIRD,2017.02,7825,,lytnig1,species,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),0,,TC003751
frgdov1,Alopecoenas stairi,Shy Ground-Dove,"Dove, Shy Ground-",EBIRD,2017.02,4956.2,,frgdov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002620
whsflu1,Sarothrura pulchra,White-spotted Flufftail,"Flufftail, White-spotted",EBIRD,2017.02,3624.03,,whsflu1,species,Gruiformes,Sarothruridae (Flufftails),0,,TC001648
bromes1,Mesitornis unicolor,Brown Mesite,"Mesite, Brown",EBIRD,2017.02,3227,,bromes1,species,Mesitornithiformes,Mesitornithidae (Mesites),0,,TC001642
amawoo1,Scolopax mira,Amami Woodcock,"Woodcock, Amami",EBIRD,2017.02,4086.2,,amawoo1,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002115
silgul1,Chroicocephalus novaehollandiae,Silver Gull,"Gull, Silver",EBIRD,2017.02,4281,,silgul1,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002185
lafvul1,Torgos tracheliotos,Lappet-faced Vulture,"Vulture, Lappet-faced",EBIRD,2017.02,2469,,lafvul1,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001281
litspa1,Accipiter minullus,Little Sparrowhawk,"Sparrowhawk, Little",EBIRD,2017.02,2765,,litspa1,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001353
punibi1,Plegadis ridgwayi,Puna Ibis,"Ibis, Puna",EBIRD,2017.02,2272,,punibi1,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),0,,TC001162
marsto1,Leptoptilos crumenifer,Marabou Stork,"Stork, Marabou",EBIRD,2017.02,1941.5,,marsto1,species,Ciconiiformes,Ciconiidae (Storks),0,,TC000957
giapit1,Hydrornis caeruleus,Giant Pitta,"Pitta, Giant",EBIRD,2017.02,11708,,giapit1,species,Passeriformes,Pittidae (Pittas),0,,TC005115
mcrtyr1,Tachuris rubrigastra,Many-colored Rush Tyrant,"Tyrant, Many-colored Rush",EBIRD,2017.02,14140,,mcrtyr1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006056
rutfla1,Ramphotrigon ruficauda,Rufous-tailed Flatbill,"Flatbill, Rufous-tailed",EBIRD,2017.02,14841,,rutfla1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006347
blhant4,Formicivora erythronotos,Black-hooded Antwren,"Antwren, Black-hooded",EBIRD,2017.02,13185,,blhant4,species,Passeriformes,Thamnophilidae (Typical Antbirds),0,,TC005647
thtray1,Aphrastura spinicauda,Thorn-tailed Rayadito,"Rayadito, Thorn-tailed",EBIRD,2017.02,13681,,thtray1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005202
hotspi1,Synallaxis kollari,Hoary-throated Spinetail,"Spinetail, Hoary-throated",EBIRD,2017.02,13743.7,,hotspi1,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),0,,TC005255
whbtap2,Scytalopus superciliaris,White-browed Tapaculo,"Tapaculo, White-browed",EBIRD,2017.02,13522.2,,whbtap2,species,Passeriformes,Rhinocryptidae (Tapaculos),0,,TC005896
whshon1,Trichodere cockerelli,White-streaked Honeyeater,"Honeyeater, White-streaked",EBIRD,2017.02,15919,,whshon1,species,Passeriformes,Meliphagidae (Honeyeaters),0,,TC006814
becscr1,Sericornis beccarii,Tropical Scrubwren,"Scrubwren, Tropical",EBIRD,2017.02,16208,,becscr1,species,Passeriformes,Acanthizidae (Thornbills and Allies),0,,TC006904
lorwhi1,Pachycephala lorentzi,Lorentz's Whistler,"Whistler, Lorentz's",EBIRD,2017.02,17521,,lorwhi1,species,Passeriformes,Pachycephalidae (Whistlers and Allies),0,,TC007291
pipcro1,Corvus typicus,Piping Crow,"Crow, Piping",EBIRD,2017.02,19055,,pipcro1,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007751
ashwoo2,Artamus fuscus,Ashy Woodswallow,"Woodswallow, Ashy",EBIRD,2017.02,16883,,ashwoo2,species,Passeriformes,Artamidae (Woodswallows),0,,TC007123
stpfly1,Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,"Flycatcher, Sao Tome Paradise-",EBIRD,2017.02,18456,,stpfly1,species,Passeriformes,Monarchidae (Monarch Flycatchers),0,,TC007566
resfly1,Myiagra inquieta,Restless Flycatcher,"Flycatcher, Restless",EBIRD,2017.02,18687,,resfly1,species,Passeriformes,Monarchidae (Monarch Flycatchers),0,,TC007646
rtathr1,Neocossyphus rufus,Red-tailed Ant-Thrush,"Thrush, Red-tailed Ant-",EBIRD,2017.02,24320,,rtathr1,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009336
misthr1,Turdus viscivorus,Mistle Thrush,"Thrush, Mistle",EBIRD,2017.02,24783,,misthr1,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009494
blared1,Phoenicurus ochruros,Black Redstart,"Redstart, Black",EBIRD,2017.02,23403.0776,,blared1,species,Passeriformes,Muscicapidae (Old World Flycatchers),0,,TC009246
walsta1,Onychognathus walleri,Waller's Starling,"Starling, Waller's",EBIRD,2017.02,26685,,walsta1,species,Passeriformes,Sturnidae (Starlings),0,,TC010126
chbwre1,Cyphorhinus thoracicus,Chestnut-breasted Wren,"Wren, Chestnut-breasted",EBIRD,2017.02,21374.55,,chbwre1,species,Passeriformes,Troglodytidae (Wrens),0,,TC008416
swagre1,Thescelocichla leucopleura,Swamp Greenbul,"Greenbul, Swamp",EBIRD,2017.02,21485.071,,swagre1,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008523
blcbab3,Sterrhoptilus nigrocapitatus,Black-crowned Babbler,"Babbler, Black-crowned",EBIRD,2017.02,23377.00351,,blcbab3,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",0,,TC009732
wtmbab1,Turdoides gilberti,White-throated Mountain-Babbler,"Babbler, White-throated Mountain-",EBIRD,2017.02,23377.01233,,wtmbab1,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),0,,TC009848
woolar1,Lullula arborea,Wood Lark,"Lark, Wood",EBIRD,2017.02,19916.85,,woolar1,species,Passeriformes,Alaudidae (Larks),0,,TC007998
blfcan1,Crithagra capistrata,Black-faced Canary,"Canary, Black-faced",EBIRD,2017.02,30959.7,,blfcan1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011786
colgro1,Mycerobas affinis,Collared Grosbeak,"Grosbeak, Collared",EBIRD,2017.02,30796.4,,colgro1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011833
wwstan1,Lanio versicolor,White-winged Shrike-Tanager,"Tanager, White-winged Shrike-",EBIRD,2017.02,28324,,wwstan1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010740
chbchl1,Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,"Chlorophonia, Chestnut-breasted",EBIRD,2017.02,30714.4,,chbchl1,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011645
wwdfin1,Idiopsar speculifer,White-winged Diuca-Finch,"Finch, White-winged Diuca-",EBIRD,2017.02,28940,,wwdfin1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010926
swapri1,Prinia cinerascens,Swamp Prinia,"Prinia, Swamp",EBIRD,2017.02,22971,,swapri1,species,Passeriformes,Cisticolidae (Cisticolas and Allies),0,,TC008912
macbus1,Chlamydotis macqueenii,Macqueen's Bustard,"Bustard, Macqueen's",EBIRD,2017.02,3225.18,,macbus1,species,Otidiformes,Otididae (Bustards),0,,TC001621
shrike,Lanius sp.,shrike sp.,shrike sp.,EBIRD,2017.02,17735,,shrike,spuh,Passeriformes,Laniidae (Shrikes),0,,TC007356
eutspa,Passer montanus,Eurasian Tree Sparrow,"Sparrow, Eurasian Tree",EBIRD,2017.02,31403,,eutspa,species,Passeriformes,Passeridae (Old World Sparrows),0,,TC011901
hoowar,Setophaga citrina,Hooded Warbler,"Warbler, Hooded",EBIRD,2017.02,27860,,hoowar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010586
lotsti,Calidris subminuta,Long-toed Stint,"Stint, Long-toed",EBIRD,2017.02,4056,,lotsti,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002052
orcpar,Brotogeris jugularis,Orange-chinned Parakeet,"Parakeet, Orange-chinned",EBIRD,2017.02,11589.05,,orcpar,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003096
sedwre,Cistothorus platensis,Sedge Wren,"Wren, Sedge",EBIRD,2017.02,21248,,sedwre,species,Passeriformes,Troglodytidae (Wrens),0,,TC008384
wilpta,Lagopus lagopus,Willow Ptarmigan,"Ptarmigan, Willow",EBIRD,2017.02,1469,,wilpta,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",0,,TC000655
sonwre1,Cyphorhinus phaeocephalus,Song Wren,"Wren, Song",EBIRD,2017.02,21374.58,,sonwre1,species,Passeriformes,Troglodytidae (Wrens),0,,TC008417
atlpuf,Fratercula arctica,Atlantic Puffin,"Puffin, Atlantic",EBIRD,2017.02,4262.75,,atlpuf,species,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",0,,TC002390
boboli,Dolichonyx oryzivorus,Bobolink,Bobolink,EBIRD,2017.02,30338,,boboli,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011452
doccor,Phalacrocorax auritus,Double-crested Cormorant,"Cormorant, Double-crested",EBIRD,2017.02,1988,,doccor,species,Suliformes,Phalacrocoracidae (Cormorants and Shags),0,,TC000994
buwtea,Spatula discors,Blue-winged Teal,"Teal, Blue-winged",EBIRD,2017.02,373.3,,buwtea,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000233
greroa,Geococcyx californianus,Greater Roadrunner,"Roadrunner, Greater",EBIRD,2017.02,6762,,greroa,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003358
hareag1,Harpia harpyja,Harpy Eagle,"Eagle, Harpy",EBIRD,2017.02,2534,,hareag1,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001484
stofly1,Myiarchus stolidus,Stolid Flycatcher,"Flycatcher, Stolid",EBIRD,2017.02,14944,,stofly1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006387
slcfly1,Leptopogon superciliaris,Slaty-capped Flycatcher,"Flycatcher, Slaty-capped",EBIRD,2017.02,14026,,slcfly1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005989
leasal1,Saltator albicollis,Lesser Antillean Saltator,"Saltator, Lesser Antillean",EBIRD,2017.02,29362.36,,leasal1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC010887
cinhum1,Amazilia rutila,Cinnamon Hummingbird,"Hummingbird, Cinnamon",EBIRD,2017.02,9188,,cinhum1,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004279
larus,Larinae sp.,gull sp.,gull sp.,EBIRD,2017.02,4379,,larus,spuh,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002261
vilind,Vidua chalybeata,Village Indigobird,"Indigobird, Village",EBIRD,2017.02,32159,,vilind,species,Passeriformes,Viduidae (Indigobirds),0,,TC012201
yecpar,Brotogeris chiriri,Yellow-chevroned Parakeet,"Parakeet, Yellow-chevroned",EBIRD,2017.02,11588.99,,yecpar,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003100
cathus,Catharus sp.,Catharus sp.,Catharus sp.,EBIRD,2017.02,24621,,cathus,spuh,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009450
grearg1,Argusianus argus,Great Argus,"Argus, Great",EBIRD,2017.02,1007,,grearg1,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",0,,TC000638
blbduc1,Oxyura australis,Blue-billed Duck,"Duck, Blue-billed",EBIRD,2017.02,576,,blbduc1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000353
siltea1,Spatula versicolor,Silver Teal,"Teal, Silver",EBIRD,2017.02,373.2,,siltea1,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000252
barbut1,Turnix suscitator,Barred Buttonquail,"Buttonquail, Barred",EBIRD,2017.02,4174,,barbut1,species,Charadriiformes,Turnicidae (Buttonquail),0,,TC002133
spbwoo2,Dendropicos poecilolaemus,Speckle-breasted Woodpecker,"Woodpecker, Speckle-breasted",EBIRD,2017.02,10990,,spbwoo2,species,Piciformes,Picidae (Woodpeckers),0,,TC004911
rufwoo2,Micropternus brachyurus,Rufous Woodpecker,"Woodpecker, Rufous",EBIRD,2017.02,11519.1,,rufwoo2,species,Piciformes,Picidae (Woodpeckers),0,,TC005012
whcbar1,Psilopogon viridis,White-cheeked Barbet,"Barbet, White-cheeked",EBIRD,2017.02,10541,,whcbar1,species,Piciformes,Megalaimidae (Asian Barbets),0,,TC004722
rebhor1,Tockus erythrorhynchus,Northern Red-billed Hornbill,"Hornbill, Northern Red-billed",EBIRD,2017.02,9491.539,,rebhor1,species,Bucerotiformes,Bucerotidae (Hornbills),0,,TC004555
yebkin1,Syma torotoro,Yellow-billed Kingfisher,"Kingfisher, Yellow-billed",EBIRD,2017.02,9885,,yebkin1,species,Coraciiformes,Alcedinidae (Kingfishers),0,,TC004471
yetcuc1,Chrysococcyx flavigularis,Yellow-throated Cuckoo,"Cuckoo, Yellow-throated",EBIRD,2017.02,6928.6,,yetcuc1,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003257
neclor1,Charmosyna diadema,New Caledonian Lorikeet,"Lorikeet, New Caledonian",EBIRD,2017.02,11587.77591,,neclor1,species,Psittaciformes,Psittaculidae (Old World Parrots),1,1860,TC002836
easros1,Platycercus eximius,Eastern Rosella,"Rosella, Eastern",EBIRD,2017.02,11587.77552,,easros1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002883
ythpar1,Loriculus pusillus,Yellow-throated Hanging-Parrot,"Parrot, Yellow-throated Hanging-",EBIRD,2017.02,11588.03,,ythpar1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002964
whrswi2,Aerodramus spodiopygius,White-rumped Swiftlet,"Swiftlet, White-rumped",EBIRD,2017.02,8197,,whrswi2,species,Caprimulgiformes,Apodidae (Swifts),0,,TC003828
lotwoo2,Thalurania watertonii,Long-tailed Woodnymph,"Woodnymph, Long-tailed",EBIRD,2017.02,9080,,lotwoo2,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004225
viotur1,Musophaga violacea,Violet Turaco,"Turaco, Violet",EBIRD,2017.02,6580,,viotur1,species,Cuculiformes,Musophagidae (Turacos),0,,TC003201
resowl1,Otus rufescens,Reddish Scops-Owl,"Owl, Reddish Scops-",EBIRD,2017.02,7029,,resowl1,species,Strigiformes,Strigidae (Owls),0,,TC003397
veeowl1,Bubo lacteus,Verreaux's Eagle-Owl,"Owl, Verreaux's Eagle-",EBIRD,2017.02,7306,,veeowl1,species,Strigiformes,Strigidae (Owls),0,,TC003497
pewnig1,Caprimulgus vexillarius,Pennant-winged Nightjar,"Nightjar, Pennant-winged",EBIRD,2017.02,7922,,pewnig1,species,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),0,,TC003746
metpig1,Columba vitiensis,Metallic Pigeon,"Pigeon, Metallic",EBIRD,2017.02,4741,,metpig1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002451
reedov1,Streptopelia semitorquata,Red-eyed Dove,"Dove, Red-eyed",EBIRD,2017.02,4842,,reedov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002489
mcfdov1,Ptilinopus perousii,Many-colored Fruit-Dove,"Dove, Many-colored Fruit-",EBIRD,2017.02,5381,,mcfdov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002680
ludbus1,Neotis ludwigii,Ludwig's Bustard,"Bustard, Ludwig's",EBIRD,2017.02,3225.2,,ludbus1,species,Otidiformes,Otididae (Bustards),0,,TC001622
kagu1,Rhynochetos jubatus,Kagu,Kagu,EBIRD,2017.02,3228.6,,kagu1,species,Eurypygiformes,Rhynochetidae (Kagu),0,,TC001646
palhar1,Circus macrourus,Pallid Harrier,"Harrier, Pallid",EBIRD,2017.02,2658,,palhar1,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001315
hengos1,Accipiter henstii,Henst's Goshawk,"Goshawk, Henst's",EBIRD,2017.02,2827.1,,hengos1,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001379
litgre1,Tachybaptus ruficollis,Little Grebe,"Grebe, Little",EBIRD,2017.02,1577,,litgre1,species,Podicipediformes,Podicipedidae (Grebes),0,,TC000684
ausbit1,Botaurus poiciloptilus,Australasian Bittern,"Bittern, Australasian",EBIRD,2017.02,2085,,ausbit1,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",0,,TC001062
buswre1,Xenicus longipes,Bush Wren,"Wren, Bush",EBIRD,2017.02,11592.8,,buswre1,species,Passeriformes,Acanthisittidae (New Zealand Wrens),1,1972,TC005087
noipit1,Pitta versicolor,Noisy Pitta,"Pitta, Noisy",EBIRD,2017.02,11747,,noipit1,species,Passeriformes,Pittidae (Pittas),0,,TC005139
pertyr1,Zimmerius viridiflavus,Peruvian Tyrannulet,"Tyrannulet, Peruvian",EBIRD,2017.02,14114,,pertyr1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006046
whtpew1,Contopus albogularis,White-throated Pewee,"Pewee, White-throated",EBIRD,2017.02,14560,,whtpew1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006220
